Leitura,Horario,Temperatura(C),Umidade(%),Dispositivo
7,2025-10-23 07:23:13,18.7,56.9,Pico W_11f0bb
8,2025-10-23 07:23:36,19.0,56.3,Pico W_11f0bb
9,2025-10-23 07:23:58,19.2,55.1,Pico W_11f0bb
10,2025-10-23 07:24:20,19.4,54.8,Pico W_11f0bb
11,2025-10-23 07:24:43,19.9,54.2,Pico W_11f0bb
12,2025-10-23 07:25:05,20.2,53.3,Pico W_11f0bb
13,2025-10-23 07:25:27,20.4,52.5,Pico W_11f0bb
14,2025-10-23 07:25:50,20.5,52.1,Pico W_11f0bb
15,2025-10-23 07:26:12,20.8,52.3,Pico W_11f0bb
16,2025-10-23 07:26:34,21.0,51.5,Pico W_11f0bb
17,2025-10-23 07:26:57,20.9,50.9,Pico W_11f0bb
18,2025-10-23 07:27:19,20.7,51.1,Pico W_11f0bb
19,2025-10-23 07:27:41,20.8,51.0,Pico W_11f0bb
20,2025-10-23 07:28:04,20.8,50.8,Pico W_11f0bb
21,2025-10-23 07:28:26,20.8,50.9,Pico W_11f0bb
22,2025-10-23 07:28:48,21.0,50.9,Pico W_11f0bb
23,2025-10-23 07:29:11,21.0,50.7,Pico W_11f0bb
24,2025-10-23 07:29:33,21.1,50.8,Pico W_11f0bb
25,2025-10-23 07:29:55,21.3,50.4,Pico W_11f0bb
26,2025-10-23 07:30:18,21.2,49.8,Pico W_11f0bb
27,2025-10-23 07:30:40,20.7,50.1,Pico W_11f0bb
28,2025-10-23 07:31:02,20.3,50.8,Pico W_11f0bb
29,2025-10-23 07:31:25,20.2,51.5,Pico W_11f0bb
30,2025-10-23 07:31:47,20.4,51.6,Pico W_11f0bb
31,2025-10-23 07:32:09,20.6,51.5,Pico W_11f0bb
32,2025-10-23 07:32:32,20.8,51.0,Pico W_11f0bb
33,2025-10-23 07:32:54,21.0,50.5,Pico W_11f0bb
34,2025-10-23 07:33:17,21.0,50.2,Pico W_11f0bb
35,2025-10-23 07:33:39,21.3,49.9,Pico W_11f0bb
36,2025-10-23 07:34:01,21.2,49.6,Pico W_11f0bb
37,2025-10-23 07:34:24,21.0,49.7,Pico W_11f0bb
38,2025-10-23 07:34:46,21.1,49.8,Pico W_11f0bb
39,2025-10-23 07:35:08,20.9,49.8,Pico W_11f0bb
40,2025-10-23 07:35:31,20.8,50.2,Pico W_11f0bb
41,2025-10-23 07:35:53,20.7,50.4,Pico W_11f0bb
42,2025-10-23 07:36:15,20.6,50.6,Pico W_11f0bb
43,2025-10-23 07:36:38,20.7,50.8,Pico W_11f0bb
44,2025-10-23 07:37:00,20.9,50.5,Pico W_11f0bb
45,2025-10-23 07:37:22,20.9,50.3,Pico W_11f0bb
46,2025-10-23 07:37:45,21.1,50.1,Pico W_11f0bb
47,2025-10-23 07:38:07,20.9,49.7,Pico W_11f0bb
48,2025-10-23 07:38:29,20.9,49.9,Pico W_11f0bb
49,2025-10-23 07:38:52,21.2,49.8,Pico W_11f0bb
50,2025-10-23 07:39:14,21.4,49.3,Pico W_11f0bb
51,2025-10-23 07:39:36,21.4,49.3,Pico W_11f0bb
52,2025-10-23 07:39:59,21.7,48.9,Pico W_11f0bb
53,2025-10-23 07:40:21,22.0,48.3,Pico W_11f0bb
54,2025-10-23 07:40:43,22.1,48.0,Pico W_11f0bb
55,2025-10-23 07:41:06,22.0,48.0,Pico W_11f0bb
56,2025-10-23 07:41:28,22.0,48.0,Pico W_11f0bb
57,2025-10-23 07:41:50,22.1,48.2,Pico W_11f0bb
58,2025-10-23 07:42:13,22.1,48.0,Pico W_11f0bb
59,2025-10-23 07:42:35,22.2,47.7,Pico W_11f0bb
60,2025-10-23 07:42:57,22.3,47.7,Pico W_11f0bb
61,2025-10-23 07:43:20,22.4,47.6,Pico W_11f0bb
62,2025-10-23 07:43:42,22.3,47.1,Pico W_11f0bb
63,2025-10-23 07:44:04,22.3,47.5,Pico W_11f0bb
64,2025-10-23 07:44:27,22.4,47.5,Pico W_11f0bb
65,2025-10-23 07:44:49,22.3,47.3,Pico W_11f0bb
66,2025-10-23 07:45:12,22.0,47.4,Pico W_11f0bb
67,2025-10-23 07:45:34,21.9,47.5,Pico W_11f0bb
68,2025-10-23 07:45:56,21.8,47.9,Pico W_11f0bb
69,2025-10-23 07:46:19,21.5,48.0,Pico W_11f0bb
70,2025-10-23 07:46:41,21.3,48.6,Pico W_11f0bb
71,2025-10-23 07:47:03,21.4,48.9,Pico W_11f0bb
72,2025-10-23 07:47:26,21.5,48.8,Pico W_11f0bb
73,2025-10-23 07:47:48,21.6,48.5,Pico W_11f0bb
74,2025-10-23 07:48:10,21.7,48.3,Pico W_11f0bb
75,2025-10-23 07:48:33,21.7,48.3,Pico W_11f0bb
76,2025-10-23 07:48:55,22.1,48.1,Pico W_11f0bb
77,2025-10-23 07:49:17,22.4,48.0,Pico W_11f0bb
78,2025-10-23 07:49:40,22.4,46.9,Pico W_11f0bb
79,2025-10-23 07:50:02,22.4,47.0,Pico W_11f0bb
80,2025-10-23 07:50:24,22.5,46.9,Pico W_11f0bb
81,2025-10-23 07:50:47,22.7,46.8,Pico W_11f0bb
82,2025-10-23 07:51:09,22.8,46.7,Pico W_11f0bb
83,2025-10-23 07:51:31,23.0,46.3,Pico W_11f0bb
84,2025-10-23 07:51:54,23.4,46.1,Pico W_11f0bb
85,2025-10-23 07:52:16,23.0,45.6,Pico W_11f0bb
86,2025-10-23 07:52:38,22.9,45.6,Pico W_11f0bb
87,2025-10-23 07:53:01,22.3,46.1,Pico W_11f0bb
88,2025-10-23 07:53:23,22.1,46.9,Pico W_11f0bb
89,2025-10-23 07:53:45,22.4,47.1,Pico W_11f0bb
90,2025-10-23 07:54:08,22.5,46.5,Pico W_11f0bb
91,2025-10-23 07:54:30,22.6,46.4,Pico W_11f0bb
92,2025-10-23 07:54:52,22.7,46.4,Pico W_11f0bb
93,2025-10-23 07:55:15,22.8,46.0,Pico W_11f0bb
94,2025-10-23 07:55:37,22.8,45.8,Pico W_11f0bb
95,2025-10-23 07:55:59,22.6,45.8,Pico W_11f0bb
96,2025-10-23 07:56:22,22.8,46.2,Pico W_11f0bb
97,2025-10-23 07:56:44,22.9,45.8,Pico W_11f0bb
98,2025-10-23 07:57:06,22.8,45.7,Pico W_11f0bb
99,2025-10-23 07:57:29,22.8,45.9,Pico W_11f0bb
100,2025-10-23 07:57:51,23.0,45.8,Pico W_11f0bb
101,2025-10-23 07:58:14,23.1,45.4,Pico W_11f0bb
102,2025-10-23 07:58:36,23.1,45.3,Pico W_11f0bb
103,2025-10-23 07:58:58,23.4,45.5,Pico W_11f0bb
104,2025-10-23 07:59:21,23.7,45.1,Pico W_11f0bb
105,2025-10-23 07:59:43,23.9,44.6,Pico W_11f0bb
106,2025-10-23 08:00:05,24.0,44.4,Pico W_11f0bb
107,2025-10-23 08:00:28,24.2,44.2,Pico W_11f0bb
108,2025-10-23 08:00:50,24.2,43.8,Pico W_11f0bb
109,2025-10-23 08:01:12,24.0,43.7,Pico W_11f0bb
110,2025-10-23 08:01:35,24.1,44.1,Pico W_11f0bb
111,2025-10-23 08:01:57,24.4,43.9,Pico W_11f0bb
112,2025-10-23 08:02:19,24.2,43.3,Pico W_11f0bb
113,2025-10-23 08:02:42,24.2,43.7,Pico W_11f0bb
114,2025-10-23 08:03:04,24.1,43.4,Pico W_11f0bb
115,2025-10-23 08:03:26,24.0,43.3,Pico W_11f0bb
116,2025-10-23 08:03:49,23.7,43.7,Pico W_11f0bb
117,2025-10-23 08:04:11,23.6,44.0,Pico W_11f0bb
118,2025-10-23 08:04:33,23.7,44.2,Pico W_11f0bb
119,2025-10-23 08:04:56,24.0,44.0,Pico W_11f0bb
120,2025-10-23 08:05:18,24.5,43.2,Pico W_11f0bb
121,2025-10-23 08:05:40,24.5,42.6,Pico W_11f0bb
122,2025-10-23 08:06:03,24.5,42.5,Pico W_11f0bb
123,2025-10-23 08:06:25,24.2,42.9,Pico W_11f0bb
124,2025-10-23 08:06:47,24.3,43.1,Pico W_11f0bb
125,2025-10-23 08:07:10,24.2,43.2,Pico W_11f0bb
126,2025-10-23 08:07:32,24.3,42.9,Pico W_11f0bb
127,2025-10-23 08:07:54,24.0,42.7,Pico W_11f0bb
128,2025-10-23 08:08:17,23.7,43.3,Pico W_11f0bb
129,2025-10-23 08:08:39,23.5,43.5,Pico W_11f0bb
130,2025-10-23 08:09:01,23.5,44.0,Pico W_11f0bb
131,2025-10-23 08:09:24,23.6,43.9,Pico W_11f0bb
132,2025-10-23 08:09:46,23.7,43.9,Pico W_11f0bb
133,2025-10-23 08:10:08,24.0,43.7,Pico W_11f0bb
134,2025-10-23 08:10:31,23.9,43.4,Pico W_11f0bb
135,2025-10-23 08:10:53,23.7,43.8,Pico W_11f0bb
136,2025-10-23 08:11:16,23.6,43.3,Pico W_11f0bb
137,2025-10-23 08:11:38,23.6,43.6,Pico W_11f0bb
138,2025-10-23 08:12:00,23.5,43.7,Pico W_11f0bb
139,2025-10-23 08:12:23,23.5,44.0,Pico W_11f0bb
140,2025-10-23 08:12:45,23.7,43.8,Pico W_11f0bb
141,2025-10-23 08:13:07,23.9,43.6,Pico W_11f0bb
142,2025-10-23 08:13:30,24.1,43.3,Pico W_11f0bb
143,2025-10-23 08:13:52,24.0,43.2,Pico W_11f0bb
144,2025-10-23 08:14:14,23.9,43.0,Pico W_11f0bb
145,2025-10-23 08:14:37,23.7,42.9,Pico W_11f0bb
146,2025-10-23 08:14:59,23.8,43.3,Pico W_11f0bb
147,2025-10-23 08:15:21,24.0,43.2,Pico W_11f0bb
148,2025-10-23 08:15:44,24.2,43.3,Pico W_11f0bb
149,2025-10-23 08:16:06,24.3,42.8,Pico W_11f0bb
150,2025-10-23 08:16:28,24.4,42.3,Pico W_11f0bb
151,2025-10-23 08:16:51,24.6,42.0,Pico W_11f0bb
152,2025-10-23 08:17:13,25.0,41.7,Pico W_11f0bb
153,2025-10-23 08:17:35,24.8,41.5,Pico W_11f0bb
154,2025-10-23 08:17:58,25.0,41.6,Pico W_11f0bb
155,2025-10-23 08:18:20,25.2,41.1,Pico W_11f0bb
156,2025-10-23 08:18:42,24.8,41.3,Pico W_11f0bb
157,2025-10-23 08:19:05,24.9,41.7,Pico W_11f0bb
158,2025-10-23 08:19:27,24.8,41.5,Pico W_11f0bb
159,2025-10-23 08:19:49,24.9,41.6,Pico W_11f0bb
160,2025-10-23 08:20:12,24.9,41.3,Pico W_11f0bb
161,2025-10-23 08:20:34,24.8,41.0,Pico W_11f0bb
162,2025-10-23 08:20:56,24.8,41.1,Pico W_11f0bb
163,2025-10-23 08:21:19,25.0,40.9,Pico W_11f0bb
164,2025-10-23 08:21:41,25.0,40.6,Pico W_11f0bb
165,2025-10-23 08:22:03,25.1,40.5,Pico W_11f0bb
166,2025-10-23 08:22:26,24.8,40.4,Pico W_11f0bb
167,2025-10-23 08:22:48,24.3,41.0,Pico W_11f0bb
168,2025-10-23 08:23:11,24.5,41.3,Pico W_11f0bb
169,2025-10-23 08:23:33,24.7,41.1,Pico W_11f0bb
170,2025-10-23 08:23:55,24.7,41.2,Pico W_11f0bb
171,2025-10-23 08:24:18,24.8,41.1,Pico W_11f0bb
172,2025-10-23 08:24:40,24.7,41.3,Pico W_11f0bb
173,2025-10-23 08:25:02,24.4,41.2,Pico W_11f0bb
174,2025-10-23 08:25:25,24.2,41.5,Pico W_11f0bb
175,2025-10-23 08:25:47,23.9,42.0,Pico W_11f0bb
176,2025-10-23 08:26:09,23.9,42.3,Pico W_11f0bb
177,2025-10-23 08:26:32,24.2,42.2,Pico W_11f0bb
178,2025-10-23 08:26:54,24.5,41.7,Pico W_11f0bb
179,2025-10-23 08:27:16,24.2,41.5,Pico W_11f0bb
180,2025-10-23 08:27:39,24.0,41.8,Pico W_11f0bb
181,2025-10-23 08:28:01,24.1,41.9,Pico W_11f0bb
182,2025-10-23 08:28:23,24.4,42.2,Pico W_11f0bb
183,2025-10-23 08:28:46,24.9,41.6,Pico W_11f0bb
184,2025-10-23 08:29:08,24.9,40.9,Pico W_11f0bb
185,2025-10-23 08:29:30,25.2,40.7,Pico W_11f0bb
186,2025-10-23 08:29:53,25.4,40.2,Pico W_11f0bb
187,2025-10-23 08:30:15,25.3,40.1,Pico W_11f0bb
188,2025-10-23 08:30:37,25.3,39.9,Pico W_11f0bb
189,2025-10-23 08:31:00,25.2,39.9,Pico W_11f0bb
190,2025-10-23 08:31:22,25.3,40.1,Pico W_11f0bb
191,2025-10-23 08:31:44,25.4,40.3,Pico W_11f0bb
192,2025-10-23 08:32:07,25.4,40.0,Pico W_11f0bb
193,2025-10-23 08:32:29,25.5,39.5,Pico W_11f0bb
194,2025-10-23 08:32:51,25.4,39.4,Pico W_11f0bb
195,2025-10-23 08:33:14,25.5,39.6,Pico W_11f0bb
196,2025-10-23 08:33:36,25.6,39.9,Pico W_11f0bb
197,2025-10-23 08:33:58,25.5,39.6,Pico W_11f0bb
198,2025-10-23 08:34:21,25.4,39.7,Pico W_11f0bb
199,2025-10-23 08:34:43,25.1,39.6,Pico W_11f0bb
200,2025-10-23 08:35:06,24.7,39.9,Pico W_11f0bb
201,2025-10-23 08:35:28,24.3,40.3,Pico W_11f0bb
202,2025-10-23 08:35:50,23.8,41.1,Pico W_11f0bb
203,2025-10-23 08:36:13,23.5,42.0,Pico W_11f0bb
204,2025-10-23 08:36:35,23.4,42.5,Pico W_11f0bb
205,2025-10-23 08:36:57,23.1,43.0,Pico W_11f0bb
206,2025-10-23 08:37:20,22.9,43.5,Pico W_11f0bb
207,2025-10-23 08:37:42,22.9,43.6,Pico W_11f0bb
208,2025-10-23 08:38:04,22.7,44.0,Pico W_11f0bb
209,2025-10-23 08:38:27,23.0,42.8,Pico W_11f0bb
210,2025-10-23 08:38:49,22.7,42.8,Pico W_11f0bb
211,2025-10-23 08:39:11,22.8,42.6,Pico W_11f0bb
212,2025-10-23 08:39:34,22.4,43.2,Pico W_11f0bb
213,2025-10-23 08:39:56,22.2,43.9,Pico W_11f0bb
214,2025-10-23 08:40:18,22.4,43.8,Pico W_11f0bb
215,2025-10-23 08:40:41,22.2,44.0,Pico W_11f0bb
216,2025-10-23 08:41:03,22.6,43.8,Pico W_11f0bb
217,2025-10-23 08:41:25,22.4,43.2,Pico W_11f0bb
218,2025-10-23 08:41:48,22.3,43.6,Pico W_11f0bb
219,2025-10-23 08:42:10,22.6,43.8,Pico W_11f0bb
220,2025-10-23 08:42:32,22.3,43.3,Pico W_11f0bb
221,2025-10-23 08:42:55,22.4,43.7,Pico W_11f0bb
222,2025-10-23 08:43:17,22.4,43.4,Pico W_11f0bb
223,2025-10-23 08:43:39,22.3,43.6,Pico W_11f0bb
224,2025-10-23 08:44:02,22.3,44.0,Pico W_11f0bb
225,2025-10-23 08:44:24,22.4,43.9,Pico W_11f0bb
226,2025-10-23 08:44:46,22.7,42.9,Pico W_11f0bb
227,2025-10-23 08:45:09,22.6,42.9,Pico W_11f0bb
228,2025-10-23 08:45:31,22.8,42.9,Pico W_11f0bb
229,2025-10-23 08:45:53,23.0,42.5,Pico W_11f0bb
230,2025-10-23 08:46:16,23.3,42.3,Pico W_11f0bb
231,2025-10-23 08:46:38,23.6,41.6,Pico W_11f0bb
232,2025-10-23 08:47:01,23.8,41.3,Pico W_11f0bb
233,2025-10-23 08:47:23,24.8,40.3,Pico W_11f0bb
234,2025-10-23 08:47:45,25.6,39.0,Pico W_11f0bb
235,2025-10-23 08:48:08,26.5,38.0,Pico W_11f0bb
236,2025-10-23 08:48:30,27.1,37.0,Pico W_11f0bb
237,2025-10-23 08:48:52,27.5,36.1,Pico W_11f0bb
238,2025-10-23 08:49:15,27.9,35.2,Pico W_11f0bb
239,2025-10-23 08:49:37,28.1,34.3,Pico W_11f0bb
240,2025-10-23 08:49:59,28.3,34.2,Pico W_11f0bb
241,2025-10-23 08:50:22,28.3,34.1,Pico W_11f0bb
242,2025-10-23 08:50:44,28.2,34.0,Pico W_11f0bb
243,2025-10-23 08:51:06,28.1,33.8,Pico W_11f0bb
244,2025-10-23 08:51:29,27.8,34.2,Pico W_11f0bb
245,2025-10-23 08:51:51,28.0,34.1,Pico W_11f0bb
246,2025-10-23 08:52:13,28.6,34.0,Pico W_11f0bb
247,2025-10-23 08:52:36,29.0,33.4,Pico W_11f0bb
248,2025-10-23 08:52:58,28.8,33.3,Pico W_11f0bb
249,2025-10-23 08:53:20,28.8,33.1,Pico W_11f0bb
250,2025-10-23 08:53:43,28.7,33.6,Pico W_11f0bb
251,2025-10-23 08:54:05,29.1,33.5,Pico W_11f0bb
252,2025-10-23 08:54:27,29.2,32.9,Pico W_11f0bb
253,2025-10-23 08:54:50,29.2,32.6,Pico W_11f0bb
254,2025-10-23 08:55:12,29.5,32.7,Pico W_11f0bb
255,2025-10-23 08:55:34,29.7,32.3,Pico W_11f0bb
256,2025-10-23 08:55:57,29.8,32.1,Pico W_11f0bb
257,2025-10-23 08:56:19,29.4,32.2,Pico W_11f0bb
258,2025-10-23 08:56:41,29.3,32.6,Pico W_11f0bb
259,2025-10-23 08:57:04,29.3,32.6,Pico W_11f0bb
260,2025-10-23 08:57:26,29.2,32.1,Pico W_11f0bb
261,2025-10-23 08:57:48,29.2,32.4,Pico W_11f0bb
262,2025-10-23 08:58:11,29.3,32.3,Pico W_11f0bb
263,2025-10-23 08:58:33,29.0,32.0,Pico W_11f0bb
264,2025-10-23 08:58:55,29.1,32.4,Pico W_11f0bb
265,2025-10-23 08:59:18,29.3,32.1,Pico W_11f0bb
266,2025-10-23 08:59:40,29.4,31.7,Pico W_11f0bb
267,2025-10-23 09:00:03,29.8,31.6,Pico W_11f0bb
268,2025-10-23 09:00:25,30.2,31.3,Pico W_11f0bb
269,2025-10-23 09:00:47,30.1,31.0,Pico W_11f0bb
270,2025-10-23 09:01:10,30.1,31.3,Pico W_11f0bb
271,2025-10-23 09:01:32,30.1,31.4,Pico W_11f0bb
272,2025-10-23 09:01:54,30.3,31.1,Pico W_11f0bb
273,2025-10-23 09:02:17,30.1,31.2,Pico W_11f0bb
274,2025-10-23 09:02:39,30.2,31.2,Pico W_11f0bb
275,2025-10-23 09:03:01,30.5,31.3,Pico W_11f0bb
276,2025-10-23 09:03:24,30.7,31.1,Pico W_11f0bb
277,2025-10-23 09:03:46,30.4,31.0,Pico W_11f0bb
278,2025-10-23 09:04:08,30.1,30.6,Pico W_11f0bb
279,2025-10-23 09:04:31,30.0,31.2,Pico W_11f0bb
280,2025-10-23 09:04:53,30.2,31.0,Pico W_11f0bb
281,2025-10-23 09:05:15,30.3,30.7,Pico W_11f0bb
282,2025-10-23 09:05:38,30.2,30.7,Pico W_11f0bb
283,2025-10-23 09:06:00,30.5,30.7,Pico W_11f0bb
284,2025-10-23 09:06:22,30.7,30.9,Pico W_11f0bb
285,2025-10-23 09:06:45,31.1,30.4,Pico W_11f0bb
286,2025-10-23 09:07:07,31.2,30.2,Pico W_11f0bb
287,2025-10-23 09:07:29,31.1,30.6,Pico W_11f0bb
288,2025-10-23 09:07:52,31.2,30.0,Pico W_11f0bb
289,2025-10-23 09:08:14,31.4,29.8,Pico W_11f0bb
290,2025-10-23 09:08:36,31.0,29.8,Pico W_11f0bb
291,2025-10-23 09:08:59,30.5,30.2,Pico W_11f0bb
292,2025-10-23 09:09:21,30.5,30.8,Pico W_11f0bb
293,2025-10-23 09:09:43,30.3,30.5,Pico W_11f0bb
294,2025-10-23 09:10:06,30.4,29.9,Pico W_11f0bb
295,2025-10-23 09:10:28,30.6,30.0,Pico W_11f0bb
296,2025-10-23 09:10:50,31.0,29.5,Pico W_11f0bb
297,2025-10-23 09:11:13,30.7,29.5,Pico W_11f0bb
298,2025-10-23 09:11:35,30.5,29.8,Pico W_11f0bb
299,2025-10-23 09:11:58,30.5,29.8,Pico W_11f0bb
300,2025-10-23 09:12:20,30.6,30.0,Pico W_11f0bb
301,2025-10-23 09:12:42,30.5,29.8,Pico W_11f0bb
302,2025-10-23 09:13:05,30.4,30.1,Pico W_11f0bb
303,2025-10-23 09:13:27,30.8,30.0,Pico W_11f0bb
304,2025-10-23 09:13:49,30.9,29.8,Pico W_11f0bb
305,2025-10-23 09:14:12,31.3,29.7,Pico W_11f0bb
306,2025-10-23 09:14:34,31.6,29.7,Pico W_11f0bb
307,2025-10-23 09:14:56,31.8,29.7,Pico W_11f0bb
308,2025-10-23 09:15:19,31.7,29.3,Pico W_11f0bb
309,2025-10-23 09:15:41,31.6,28.6,Pico W_11f0bb
310,2025-10-23 09:16:03,31.4,28.5,Pico W_11f0bb
311,2025-10-23 09:16:26,31.4,28.7,Pico W_11f0bb
312,2025-10-23 09:16:48,31.2,28.5,Pico W_11f0bb
313,2025-10-23 09:17:10,31.1,28.2,Pico W_11f0bb
314,2025-10-23 09:17:33,31.2,28.0,Pico W_11f0bb
315,2025-10-23 09:17:55,31.6,28.2,Pico W_11f0bb
316,2025-10-23 09:18:17,31.6,28.0,Pico W_11f0bb
317,2025-10-23 09:18:40,31.9,27.9,Pico W_11f0bb
318,2025-10-23 09:19:02,31.9,27.5,Pico W_11f0bb
319,2025-10-23 09:19:24,31.9,27.3,Pico W_11f0bb
320,2025-10-23 09:19:47,31.6,26.6,Pico W_11f0bb
321,2025-10-23 09:20:09,30.7,26.9,Pico W_11f0bb
322,2025-10-23 09:20:31,30.8,27.5,Pico W_11f0bb
323,2025-10-23 09:20:54,31.0,27.6,Pico W_11f0bb
324,2025-10-23 09:21:16,30.9,27.6,Pico W_11f0bb
325,2025-10-23 09:21:38,30.4,27.5,Pico W_11f0bb
326,2025-10-23 09:22:01,30.1,27.9,Pico W_11f0bb
327,2025-10-23 09:22:23,29.9,28.6,Pico W_11f0bb
328,2025-10-23 09:22:45,29.6,28.8,Pico W_11f0bb
329,2025-10-23 09:23:08,29.5,28.7,Pico W_11f0bb
330,2025-10-23 09:23:30,30.0,29.0,Pico W_11f0bb
331,2025-10-23 09:23:53,30.5,28.8,Pico W_11f0bb
332,2025-10-23 09:24:15,30.7,28.7,Pico W_11f0bb
333,2025-10-23 09:24:37,30.9,28.6,Pico W_11f0bb
334,2025-10-23 09:25:00,31.0,28.9,Pico W_11f0bb
335,2025-10-23 09:25:22,31.4,28.4,Pico W_11f0bb
336,2025-10-23 09:25:44,31.7,28.3,Pico W_11f0bb
337,2025-10-23 09:26:07,32.0,27.7,Pico W_11f0bb
338,2025-10-23 09:26:29,32.2,27.9,Pico W_11f0bb
339,2025-10-23 09:26:51,32.4,27.7,Pico W_11f0bb
340,2025-10-23 09:27:14,32.7,27.5,Pico W_11f0bb
341,2025-10-23 09:27:36,32.6,27.6,Pico W_11f0bb
342,2025-10-23 09:27:58,32.1,27.4,Pico W_11f0bb
343,2025-10-23 09:28:21,31.6,27.7,Pico W_11f0bb
344,2025-10-23 09:28:43,31.7,27.9,Pico W_11f0bb
345,2025-10-23 09:29:05,31.9,28.2,Pico W_11f0bb
346,2025-10-23 09:29:28,31.7,28.4,Pico W_11f0bb
347,2025-10-23 09:29:50,31.7,28.1,Pico W_11f0bb
348,2025-10-23 09:30:12,31.8,28.6,Pico W_11f0bb
349,2025-10-23 09:30:35,31.5,27.9,Pico W_11f0bb
350,2025-10-23 09:30:57,31.7,27.9,Pico W_11f0bb
351,2025-10-23 09:31:19,31.8,27.6,Pico W_11f0bb
352,2025-10-23 09:31:42,31.8,28.0,Pico W_11f0bb
353,2025-10-23 09:32:04,32.0,28.5,Pico W_11f0bb
354,2025-10-23 09:32:26,32.2,28.3,Pico W_11f0bb
355,2025-10-23 09:32:49,32.3,27.9,Pico W_11f0bb
356,2025-10-23 09:33:11,31.9,27.2,Pico W_11f0bb
357,2025-10-23 09:33:33,31.2,27.4,Pico W_11f0bb
358,2025-10-23 09:33:56,31.2,27.6,Pico W_11f0bb
359,2025-10-23 09:34:18,31.3,27.7,Pico W_11f0bb
360,2025-10-23 09:34:40,31.8,28.5,Pico W_11f0bb
361,2025-10-23 09:35:03,32.1,28.2,Pico W_11f0bb
362,2025-10-23 09:35:25,32.2,28.1,Pico W_11f0bb
363,2025-10-23 09:35:47,32.3,28.5,Pico W_11f0bb
364,2025-10-23 09:36:10,32.5,27.7,Pico W_11f0bb
365,2025-10-23 09:36:32,32.5,28.2,Pico W_11f0bb
366,2025-10-23 09:36:55,32.7,27.4,Pico W_11f0bb
367,2025-10-23 09:37:17,32.7,26.9,Pico W_11f0bb
368,2025-10-23 09:37:39,32.8,27.2,Pico W_11f0bb
369,2025-10-23 09:38:02,32.5,27.0,Pico W_11f0bb
370,2025-10-23 09:38:24,32.2,27.0,Pico W_11f0bb
371,2025-10-23 09:38:46,32.0,27.4,Pico W_11f0bb
372,2025-10-23 09:39:09,32.4,27.3,Pico W_11f0bb
