Leitura,Horario,Temperatura(C),Umidade(%),Dispositivo
373,2025-10-23 09:39:31,32.4,27.1,Pico W_11f0bb
374,2025-10-23 09:39:53,32.4,27.2,Pico W_11f0bb
375,2025-10-23 09:40:16,32.5,27.4,Pico W_11f0bb
376,2025-10-23 09:40:38,32.7,27.7,Pico W_11f0bb
377,2025-10-23 09:41:00,33.0,27.4,Pico W_11f0bb
378,2025-10-23 09:41:23,33.1,27.0,Pico W_11f0bb
379,2025-10-23 09:41:45,33.1,27.2,Pico W_11f0bb
380,2025-10-23 09:42:07,33.4,26.7,Pico W_11f0bb
381,2025-10-23 09:42:30,33.1,26.1,Pico W_11f0bb
382,2025-10-23 09:42:52,32.5,26.7,Pico W_11f0bb
383,2025-10-23 09:43:14,32.4,26.7,Pico W_11f0bb
384,2025-10-23 09:43:37,32.6,27.2,Pico W_11f0bb
385,2025-10-23 09:43:59,32.7,27.0,Pico W_11f0bb
386,2025-10-23 09:44:21,32.7,27.0,Pico W_11f0bb
387,2025-10-23 09:44:44,32.9,27.1,Pico W_11f0bb
388,2025-10-23 09:45:06,33.1,26.4,Pico W_11f0bb
389,2025-10-23 09:45:28,33.1,25.9,Pico W_11f0bb
390,2025-10-23 09:45:51,33.3,25.9,Pico W_11f0bb
391,2025-10-23 09:46:13,33.6,25.9,Pico W_11f0bb
392,2025-10-23 09:46:35,33.8,25.3,Pico W_11f0bb
393,2025-10-23 09:46:58,33.4,25.2,Pico W_11f0bb
394,2025-10-23 09:47:20,33.3,25.6,Pico W_11f0bb
395,2025-10-23 09:47:42,33.4,26.3,Pico W_11f0bb
396,2025-10-23 09:48:05,33.4,25.4,Pico W_11f0bb
397,2025-10-23 09:48:27,32.9,25.1,Pico W_11f0bb
398,2025-10-23 09:48:49,32.5,25.0,Pico W_11f0bb
399,2025-10-23 09:49:12,32.0,25.7,Pico W_11f0bb
400,2025-10-23 09:49:34,32.3,26.2,Pico W_11f0bb
401,2025-10-23 09:49:57,32.6,25.9,Pico W_11f0bb
402,2025-10-23 09:50:19,32.7,25.7,Pico W_11f0bb
403,2025-10-23 09:50:41,32.8,25.8,Pico W_11f0bb
404,2025-10-23 09:51:04,32.6,25.6,Pico W_11f0bb
405,2025-10-23 09:51:26,32.7,25.8,Pico W_11f0bb
406,2025-10-23 09:51:48,33.0,26.4,Pico W_11f0bb
407,2025-10-23 09:52:11,33.2,26.7,Pico W_11f0bb
408,2025-10-23 09:52:33,33.2,26.2,Pico W_11f0bb
409,2025-10-23 09:52:55,33.3,26.3,Pico W_11f0bb
410,2025-10-23 09:53:18,33.0,26.1,Pico W_11f0bb
411,2025-10-23 09:53:40,32.7,26.5,Pico W_11f0bb
412,2025-10-23 09:54:02,32.0,26.2,Pico W_11f0bb
413,2025-10-23 09:54:25,32.0,26.7,Pico W_11f0bb
414,2025-10-23 09:54:47,31.9,27.0,Pico W_11f0bb
415,2025-10-23 09:55:09,32.0,27.6,Pico W_11f0bb
416,2025-10-23 09:55:32,32.2,27.8,Pico W_11f0bb
417,2025-10-23 09:55:54,32.3,27.6,Pico W_11f0bb
418,2025-10-23 09:56:16,31.8,27.6,Pico W_11f0bb
419,2025-10-23 09:56:39,32.1,28.0,Pico W_11f0bb
420,2025-10-23 09:57:01,32.4,28.1,Pico W_11f0bb
421,2025-10-23 09:57:23,32.8,27.7,Pico W_11f0bb
422,2025-10-23 09:57:46,33.1,27.2,Pico W_11f0bb
423,2025-10-23 09:58:08,33.2,27.2,Pico W_11f0bb
424,2025-10-23 09:58:30,32.9,26.9,Pico W_11f0bb
425,2025-10-23 09:58:53,32.6,27.7,Pico W_11f0bb
426,2025-10-23 09:59:15,32.2,27.4,Pico W_11f0bb
427,2025-10-23 09:59:37,32.2,27.3,Pico W_11f0bb
428,2025-10-23 10:00:00,32.4,26.8,Pico W_11f0bb
429,2025-10-23 10:00:22,32.4,26.5,Pico W_11f0bb
430,2025-10-23 10:00:44,31.8,26.6,Pico W_11f0bb
431,2025-10-23 10:01:07,31.8,27.2,Pico W_11f0bb
432,2025-10-23 10:01:29,31.9,28.1,Pico W_11f0bb
433,2025-10-23 10:01:51,31.5,28.5,Pico W_11f0bb
434,2025-10-23 10:02:14,31.3,28.6,Pico W_11f0bb
435,2025-10-23 10:02:36,31.0,29.1,Pico W_11f0bb
436,2025-10-23 10:02:59,30.6,29.3,Pico W_11f0bb
437,2025-10-23 10:03:21,30.0,29.9,Pico W_11f0bb
438,2025-10-23 10:03:43,29.5,30.5,Pico W_11f0bb
439,2025-10-23 10:04:06,29.2,30.7,Pico W_11f0bb
440,2025-10-23 10:04:28,29.0,31.4,Pico W_11f0bb
441,2025-10-23 10:04:50,28.8,31.7,Pico W_11f0bb
442,2025-10-23 10:05:13,28.5,31.5,Pico W_11f0bb
443,2025-10-23 10:05:35,28.2,32.1,Pico W_11f0bb
444,2025-10-23 10:05:57,28.0,32.4,Pico W_11f0bb
445,2025-10-23 10:06:20,27.9,32.8,Pico W_11f0bb
446,2025-10-23 10:06:42,27.8,32.7,Pico W_11f0bb
447,2025-10-23 10:07:04,27.5,32.9,Pico W_11f0bb
448,2025-10-23 10:07:27,27.4,33.2,Pico W_11f0bb
449,2025-10-23 10:07:49,27.3,32.8,Pico W_11f0bb
450,2025-10-23 10:08:11,27.3,33.2,Pico W_11f0bb
451,2025-10-23 10:08:34,27.2,33.0,Pico W_11f0bb
452,2025-10-23 10:08:56,27.2,33.0,Pico W_11f0bb
453,2025-10-23 10:09:18,27.4,33.0,Pico W_11f0bb
454,2025-10-23 10:09:41,27.8,32.8,Pico W_11f0bb
455,2025-10-23 10:10:03,28.5,33.0,Pico W_11f0bb
456,2025-10-23 10:10:25,29.1,31.8,Pico W_11f0bb
457,2025-10-23 10:10:48,29.2,30.9,Pico W_11f0bb
458,2025-10-23 10:11:10,29.5,30.9,Pico W_11f0bb
459,2025-10-23 10:11:32,29.4,30.1,Pico W_11f0bb
460,2025-10-23 10:11:55,29.5,30.5,Pico W_11f0bb
461,2025-10-23 10:12:17,29.7,30.7,Pico W_11f0bb
462,2025-10-23 10:12:39,29.6,30.6,Pico W_11f0bb
463,2025-10-23 10:13:02,29.4,31.0,Pico W_11f0bb
464,2025-10-23 10:13:24,29.2,31.0,Pico W_11f0bb
465,2025-10-23 10:13:46,28.9,31.0,Pico W_11f0bb
466,2025-10-23 10:14:09,28.6,31.3,Pico W_11f0bb
467,2025-10-23 10:14:31,28.5,31.6,Pico W_11f0bb
468,2025-10-23 10:14:54,28.3,31.0,Pico W_11f0bb
469,2025-10-23 10:15:16,28.5,31.1,Pico W_11f0bb
470,2025-10-23 10:15:38,28.7,30.9,Pico W_11f0bb
471,2025-10-23 10:16:01,29.0,30.6,Pico W_11f0bb
472,2025-10-23 10:16:23,29.2,30.5,Pico W_11f0bb
473,2025-10-23 10:16:45,28.9,30.4,Pico W_11f0bb
474,2025-10-23 10:17:08,28.8,30.8,Pico W_11f0bb
475,2025-10-23 10:17:30,28.8,31.4,Pico W_11f0bb
476,2025-10-23 10:17:52,28.7,31.4,Pico W_11f0bb
477,2025-10-23 10:18:15,28.6,31.8,Pico W_11f0bb
478,2025-10-23 10:18:37,28.5,31.9,Pico W_11f0bb
479,2025-10-23 10:18:59,28.4,32.0,Pico W_11f0bb
480,2025-10-23 10:19:22,28.4,32.3,Pico W_11f0bb
481,2025-10-23 10:19:44,28.5,32.4,Pico W_11f0bb
482,2025-10-23 10:20:06,28.7,32.2,Pico W_11f0bb
483,2025-10-23 10:20:29,29.0,32.1,Pico W_11f0bb
484,2025-10-23 10:20:51,29.4,32.0,Pico W_11f0bb
485,2025-10-23 10:21:13,29.6,31.6,Pico W_11f0bb
486,2025-10-23 10:21:36,29.9,30.8,Pico W_11f0bb
487,2025-10-23 10:21:58,30.2,30.5,Pico W_11f0bb
488,2025-10-23 10:22:20,30.2,30.4,Pico W_11f0bb
489,2025-10-23 10:22:43,30.2,30.2,Pico W_11f0bb
490,2025-10-23 10:23:05,30.2,30.5,Pico W_11f0bb
491,2025-10-23 10:23:27,30.4,30.6,Pico W_11f0bb
492,2025-10-23 10:23:50,30.7,30.3,Pico W_11f0bb
493,2025-10-23 10:24:12,31.0,30.0,Pico W_11f0bb
494,2025-10-23 10:24:34,31.3,29.5,Pico W_11f0bb
495,2025-10-23 10:24:57,31.6,28.8,Pico W_11f0bb
496,2025-10-23 10:25:19,31.7,29.1,Pico W_11f0bb
497,2025-10-23 10:25:41,31.9,27.9,Pico W_11f0bb
498,2025-10-23 10:26:04,32.0,27.7,Pico W_11f0bb
499,2025-10-23 10:26:26,32.2,27.6,Pico W_11f0bb
500,2025-10-23 10:26:49,32.1,27.4,Pico W_11f0bb
501,2025-10-23 10:27:11,32.1,27.6,Pico W_11f0bb
502,2025-10-23 10:27:33,32.0,27.8,Pico W_11f0bb
503,2025-10-23 10:27:56,31.8,27.3,Pico W_11f0bb
504,2025-10-23 10:28:18,31.7,27.2,Pico W_11f0bb
505,2025-10-23 10:28:40,32.0,27.8,Pico W_11f0bb
506,2025-10-23 10:29:03,32.0,28.0,Pico W_11f0bb
507,2025-10-23 10:29:25,32.1,27.8,Pico W_11f0bb
508,2025-10-23 10:29:47,32.0,27.7,Pico W_11f0bb
509,2025-10-23 10:30:10,31.9,27.7,Pico W_11f0bb
510,2025-10-23 10:30:32,31.8,27.8,Pico W_11f0bb
511,2025-10-23 10:30:54,32.0,27.4,Pico W_11f0bb
512,2025-10-23 10:31:17,32.0,27.3,Pico W_11f0bb
513,2025-10-23 10:31:39,32.4,27.1,Pico W_11f0bb
514,2025-10-23 10:32:01,32.5,27.2,Pico W_11f0bb
515,2025-10-23 10:32:24,32.2,27.0,Pico W_11f0bb
516,2025-10-23 10:32:46,32.0,27.3,Pico W_11f0bb
517,2025-10-23 10:33:08,32.2,27.6,Pico W_11f0bb
518,2025-10-23 10:33:31,32.3,27.8,Pico W_11f0bb
519,2025-10-23 10:33:53,32.6,27.5,Pico W_11f0bb
520,2025-10-23 10:34:15,32.8,27.6,Pico W_11f0bb
521,2025-10-23 10:34:38,32.8,27.6,Pico W_11f0bb
522,2025-10-23 10:35:00,32.8,27.8,Pico W_11f0bb
523,2025-10-23 10:35:22,32.5,27.6,Pico W_11f0bb
524,2025-10-23 10:35:45,32.5,27.9,Pico W_11f0bb
525,2025-10-23 10:36:07,32.3,28.0,Pico W_11f0bb
526,2025-10-23 10:36:29,31.8,27.7,Pico W_11f0bb
527,2025-10-23 10:36:52,31.3,28.1,Pico W_11f0bb
528,2025-10-23 10:37:14,31.2,28.4,Pico W_11f0bb
529,2025-10-23 10:37:36,31.5,28.4,Pico W_11f0bb
530,2025-10-23 10:37:59,31.9,28.6,Pico W_11f0bb
531,2025-10-23 10:38:21,32.0,28.2,Pico W_11f0bb
532,2025-10-23 10:38:43,31.5,28.4,Pico W_11f0bb
533,2025-10-23 10:39:06,31.9,28.5,Pico W_11f0bb
534,2025-10-23 10:39:28,31.9,28.4,Pico W_11f0bb
535,2025-10-23 10:39:51,32.0,28.3,Pico W_11f0bb
536,2025-10-23 10:40:13,32.1,28.2,Pico W_11f0bb
537,2025-10-23 10:40:35,31.9,28.2,Pico W_11f0bb
538,2025-10-23 10:40:58,31.7,28.0,Pico W_11f0bb
539,2025-10-23 10:41:20,31.6,28.4,Pico W_11f0bb
540,2025-10-23 10:41:42,31.8,28.3,Pico W_11f0bb
541,2025-10-23 10:42:05,32.1,28.4,Pico W_11f0bb
542,2025-10-23 10:42:27,32.3,28.1,Pico W_11f0bb
543,2025-10-23 10:42:49,32.3,27.9,Pico W_11f0bb
544,2025-10-23 10:43:12,32.4,27.6,Pico W_11f0bb
545,2025-10-23 10:43:34,32.3,27.5,Pico W_11f0bb
546,2025-10-23 10:43:56,31.4,27.7,Pico W_11f0bb
547,2025-10-23 10:44:19,30.6,28.2,Pico W_11f0bb
548,2025-10-23 10:44:41,30.4,28.8,Pico W_11f0bb
549,2025-10-23 10:45:03,30.0,29.2,Pico W_11f0bb
550,2025-10-23 10:45:26,30.0,29.7,Pico W_11f0bb
551,2025-10-23 10:45:48,29.8,29.4,Pico W_11f0bb
552,2025-10-23 10:46:10,29.9,29.4,Pico W_11f0bb
553,2025-10-23 10:46:33,29.9,29.3,Pico W_11f0bb
554,2025-10-23 10:46:55,29.8,29.8,Pico W_11f0bb
555,2025-10-23 10:47:17,29.7,29.8,Pico W_11f0bb
556,2025-10-23 10:47:40,29.9,30.1,Pico W_11f0bb
557,2025-10-23 10:48:02,29.8,29.9,Pico W_11f0bb
558,2025-10-23 10:48:24,29.4,29.7,Pico W_11f0bb
559,2025-10-23 10:48:47,29.0,30.6,Pico W_11f0bb
560,2025-10-23 10:49:09,28.7,31.7,Pico W_11f0bb
561,2025-10-23 10:49:31,28.4,31.7,Pico W_11f0bb
562,2025-10-23 10:49:54,28.1,32.1,Pico W_11f0bb
563,2025-10-23 10:50:16,27.9,32.0,Pico W_11f0bb
564,2025-10-23 10:50:38,27.7,32.5,Pico W_11f0bb
565,2025-10-23 10:51:01,27.5,32.7,Pico W_11f0bb
566,2025-10-23 10:51:23,27.4,32.8,Pico W_11f0bb
567,2025-10-23 10:51:45,27.5,33.1,Pico W_11f0bb
568,2025-10-23 10:52:08,27.6,33.2,Pico W_11f0bb
569,2025-10-23 10:52:30,27.4,33.3,Pico W_11f0bb
570,2025-10-23 10:52:53,27.6,33.9,Pico W_11f0bb
571,2025-10-23 10:53:15,27.7,32.8,Pico W_11f0bb
572,2025-10-23 10:53:37,28.0,33.0,Pico W_11f0bb
573,2025-10-23 10:54:00,28.2,32.2,Pico W_11f0bb
574,2025-10-23 10:54:22,28.4,32.4,Pico W_11f0bb
575,2025-10-23 10:54:44,28.4,32.2,Pico W_11f0bb
576,2025-10-23 10:55:07,28.5,32.1,Pico W_11f0bb
577,2025-10-23 10:55:29,28.8,31.3,Pico W_11f0bb
578,2025-10-23 10:55:51,29.0,31.4,Pico W_11f0bb
579,2025-10-23 10:56:14,28.9,31.2,Pico W_11f0bb
580,2025-10-23 10:56:36,28.4,31.1,Pico W_11f0bb
581,2025-10-23 10:56:58,28.3,31.8,Pico W_11f0bb
582,2025-10-23 10:57:21,28.1,31.6,Pico W_11f0bb
583,2025-10-23 10:57:43,27.8,31.7,Pico W_11f0bb
584,2025-10-23 10:58:05,28.0,31.9,Pico W_11f0bb
585,2025-10-23 10:58:28,28.3,31.7,Pico W_11f0bb
586,2025-10-23 10:58:50,29.0,31.4,Pico W_11f0bb
587,2025-10-23 10:59:12,29.8,31.1,Pico W_11f0bb
588,2025-10-23 10:59:35,30.5,30.7,Pico W_11f0bb
589,2025-10-23 10:59:57,31.2,29.6,Pico W_11f0bb
590,2025-10-23 11:00:19,31.8,29.3,Pico W_11f0bb
591,2025-10-23 11:00:42,32.4,28.2,Pico W_11f0bb
592,2025-10-23 11:01:04,32.8,27.7,Pico W_11f0bb
593,2025-10-23 11:01:26,33.2,27.5,Pico W_11f0bb
594,2025-10-23 11:01:49,33.3,27.3,Pico W_11f0bb
595,2025-10-23 11:02:11,33.0,26.2,Pico W_11f0bb
596,2025-10-23 11:02:33,32.8,26.2,Pico W_11f0bb
597,2025-10-23 11:02:56,32.3,26.6,Pico W_11f0bb
598,2025-10-23 11:03:18,32.5,26.8,Pico W_11f0bb
599,2025-10-23 11:03:40,32.8,26.0,Pico W_11f0bb
600,2025-10-23 11:04:03,32.9,26.3,Pico W_11f0bb
601,2025-10-23 11:04:25,32.8,27.1,Pico W_11f0bb
602,2025-10-23 11:04:48,32.8,26.6,Pico W_11f0bb
603,2025-10-23 11:05:10,32.4,26.1,Pico W_11f0bb
604,2025-10-23 11:05:32,32.0,26.1,Pico W_11f0bb
605,2025-10-23 11:05:55,31.5,27.0,Pico W_11f0bb
606,2025-10-23 11:06:17,30.8,26.7,Pico W_11f0bb
607,2025-10-23 11:06:39,30.3,27.4,Pico W_11f0bb
608,2025-10-23 11:07:02,29.9,27.9,Pico W_11f0bb
609,2025-10-23 11:07:24,29.6,28.1,Pico W_11f0bb
610,2025-10-23 11:07:46,29.5,28.3,Pico W_11f0bb
611,2025-10-23 11:08:09,29.6,28.9,Pico W_11f0bb
612,2025-10-23 11:08:31,29.8,29.0,Pico W_11f0bb
613,2025-10-23 11:08:53,30.0,28.4,Pico W_11f0bb
614,2025-10-23 11:09:16,30.0,28.7,Pico W_11f0bb
615,2025-10-23 11:09:38,29.9,28.8,Pico W_11f0bb
616,2025-10-23 11:10:00,29.8,28.9,Pico W_11f0bb
617,2025-10-23 11:10:23,29.8,29.3,Pico W_11f0bb
618,2025-10-23 11:10:45,29.9,30.2,Pico W_11f0bb
619,2025-10-23 11:11:07,30.0,29.8,Pico W_11f0bb
620,2025-10-23 11:11:30,30.1,29.3,Pico W_11f0bb
621,2025-10-23 11:11:52,30.1,28.7,Pico W_11f0bb
622,2025-10-23 11:12:14,29.9,28.7,Pico W_11f0bb
623,2025-10-23 11:12:37,29.5,28.2,Pico W_11f0bb
624,2025-10-23 11:12:59,29.2,29.1,Pico W_11f0bb
625,2025-10-23 11:13:21,29.1,29.3,Pico W_11f0bb
626,2025-10-23 11:13:44,29.4,29.7,Pico W_11f0bb
627,2025-10-23 11:14:06,29.7,29.2,Pico W_11f0bb
628,2025-10-23 11:14:28,29.9,29.2,Pico W_11f0bb
629,2025-10-23 11:14:51,30.1,27.9,Pico W_11f0bb
630,2025-10-23 11:15:13,30.3,28.1,Pico W_11f0bb
631,2025-10-23 11:15:36,30.4,27.6,Pico W_11f0bb
632,2025-10-23 11:15:58,30.6,27.4,Pico W_11f0bb
633,2025-10-23 11:16:20,30.5,27.7,Pico W_11f0bb
634,2025-10-23 11:16:43,30.2,28.1,Pico W_11f0bb
635,2025-10-23 11:17:05,29.8,28.2,Pico W_11f0bb
636,2025-10-23 11:17:27,29.8,28.6,Pico W_11f0bb
637,2025-10-23 11:17:50,29.9,28.5,Pico W_11f0bb
638,2025-10-23 11:18:12,30.0,28.3,Pico W_11f0bb
639,2025-10-23 11:18:34,30.1,28.4,Pico W_11f0bb
640,2025-10-23 11:18:57,30.2,28.4,Pico W_11f0bb
641,2025-10-23 11:19:19,29.9,28.0,Pico W_11f0bb
642,2025-10-23 11:19:41,29.9,28.5,Pico W_11f0bb
643,2025-10-23 11:20:04,29.4,28.5,Pico W_11f0bb
644,2025-10-23 11:20:26,29.4,28.8,Pico W_11f0bb
645,2025-10-23 11:20:48,29.7,28.5,Pico W_11f0bb
646,2025-10-23 11:21:11,30.0,28.4,Pico W_11f0bb
647,2025-10-23 11:21:33,30.6,28.3,Pico W_11f0bb
648,2025-10-23 11:21:55,30.9,26.9,Pico W_11f0bb
649,2025-10-23 11:22:18,31.1,26.7,Pico W_11f0bb
650,2025-10-23 11:22:40,31.3,26.8,Pico W_11f0bb
651,2025-10-23 11:23:02,31.4,26.8,Pico W_11f0bb
652,2025-10-23 11:23:25,31.3,26.6,Pico W_11f0bb
653,2025-10-23 11:23:47,31.2,26.7,Pico W_11f0bb
654,2025-10-23 11:24:09,31.3,26.6,Pico W_11f0bb
655,2025-10-23 11:24:32,31.6,27.3,Pico W_11f0bb
656,2025-10-23 11:24:54,31.9,26.5,Pico W_11f0bb
657,2025-10-23 11:25:16,32.1,27.0,Pico W_11f0bb
658,2025-10-23 11:25:39,32.3,26.0,Pico W_11f0bb
659,2025-10-23 11:26:01,32.4,25.8,Pico W_11f0bb
660,2025-10-23 11:26:23,32.7,25.5,Pico W_11f0bb
661,2025-10-23 11:26:46,32.7,25.4,Pico W_11f0bb
662,2025-10-23 11:27:08,32.3,25.3,Pico W_11f0bb
663,2025-10-23 11:27:30,31.6,25.5,Pico W_11f0bb
664,2025-10-23 11:27:53,31.7,25.7,Pico W_11f0bb
665,2025-10-23 11:28:15,31.9,25.8,Pico W_11f0bb
666,2025-10-23 11:28:37,31.5,25.5,Pico W_11f0bb
667,2025-10-23 11:29:00,31.2,26.4,Pico W_11f0bb
668,2025-10-23 11:29:22,31.0,26.6,Pico W_11f0bb
669,2025-10-23 11:29:45,30.8,26.7,Pico W_11f0bb
670,2025-10-23 11:30:07,30.7,27.3,Pico W_11f0bb
671,2025-10-23 11:30:29,30.6,28.0,Pico W_11f0bb
672,2025-10-23 11:30:52,30.8,28.4,Pico W_11f0bb
673,2025-10-23 11:31:14,30.7,26.1,Pico W_11f0bb
674,2025-10-23 11:31:36,30.8,26.1,Pico W_11f0bb
675,2025-10-23 11:31:59,31.0,26.4,Pico W_11f0bb
676,2025-10-23 11:32:21,31.1,25.2,Pico W_11f0bb
677,2025-10-23 11:32:43,31.4,25.0,Pico W_11f0bb
678,2025-10-23 11:33:06,31.5,24.4,Pico W_11f0bb
679,2025-10-23 11:33:28,31.8,24.4,Pico W_11f0bb
680,2025-10-23 11:33:50,32.1,24.5,Pico W_11f0bb
681,2025-10-23 11:34:13,32.2,24.6,Pico W_11f0bb
682,2025-10-23 11:34:35,32.4,24.3,Pico W_11f0bb
683,2025-10-23 11:34:57,32.7,24.3,Pico W_11f0bb
684,2025-10-23 11:35:20,33.0,23.8,Pico W_11f0bb
685,2025-10-23 11:35:42,32.4,23.6,Pico W_11f0bb
686,2025-10-23 11:36:04,31.7,24.0,Pico W_11f0bb
687,2025-10-23 11:36:27,31.5,24.4,Pico W_11f0bb
688,2025-10-23 11:36:49,30.9,24.1,Pico W_11f0bb
689,2025-10-23 11:37:11,31.1,24.6,Pico W_11f0bb
690,2025-10-23 11:37:34,31.4,24.9,Pico W_11f0bb
691,2025-10-23 11:37:56,31.8,24.2,Pico W_11f0bb
692,2025-10-23 11:38:18,32.0,24.7,Pico W_11f0bb
693,2025-10-23 11:38:41,32.2,23.8,Pico W_11f0bb
694,2025-10-23 11:39:03,32.5,23.5,Pico W_11f0bb
695,2025-10-23 11:39:25,32.5,23.7,Pico W_11f0bb
696,2025-10-23 11:39:48,32.5,24.2,Pico W_11f0bb
697,2025-10-23 11:40:10,32.5,23.8,Pico W_11f0bb
698,2025-10-23 11:40:32,32.1,23.4,Pico W_11f0bb
699,2025-10-23 11:40:55,31.6,23.8,Pico W_11f0bb
700,2025-10-23 11:41:17,31.5,23.7,Pico W_11f0bb
701,2025-10-23 11:41:40,31.2,24.0,Pico W_11f0bb
702,2025-10-23 11:42:02,30.9,24.1,Pico W_11f0bb
703,2025-10-23 11:42:24,31.0,23.8,Pico W_11f0bb
704,2025-10-23 11:42:47,31.2,24.1,Pico W_11f0bb
705,2025-10-23 11:43:09,31.4,24.2,Pico W_11f0bb
706,2025-10-23 11:43:31,31.6,24.6,Pico W_11f0bb
707,2025-10-23 11:43:54,31.3,23.8,Pico W_11f0bb
708,2025-10-23 11:44:16,30.7,24.0,Pico W_11f0bb
709,2025-10-23 11:44:38,29.9,24.2,Pico W_11f0bb
710,2025-10-23 11:45:01,29.6,25.1,Pico W_11f0bb
711,2025-10-23 11:45:23,28.7,24.8,Pico W_11f0bb
712,2025-10-23 11:45:45,28.1,26.3,Pico W_11f0bb
713,2025-10-23 11:46:08,28.1,27.5,Pico W_11f0bb
714,2025-10-23 11:46:30,28.0,26.1,Pico W_11f0bb
715,2025-10-23 11:46:52,27.9,26.7,Pico W_11f0bb
716,2025-10-23 11:47:15,27.7,26.5,Pico W_11f0bb
717,2025-10-23 11:47:37,27.4,26.6,Pico W_11f0bb
718,2025-10-23 11:47:59,27.1,26.5,Pico W_11f0bb
719,2025-10-23 11:48:22,27.2,26.9,Pico W_11f0bb
720,2025-10-23 11:48:44,27.3,26.8,Pico W_11f0bb
721,2025-10-23 11:49:06,27.5,26.9,Pico W_11f0bb
722,2025-10-23 11:49:29,27.5,27.4,Pico W_11f0bb
723,2025-10-23 11:49:51,27.8,27.1,Pico W_11f0bb
724,2025-10-23 11:50:13,27.7,26.8,Pico W_11f0bb
725,2025-10-23 11:50:36,27.6,26.9,Pico W_11f0bb
726,2025-10-23 11:50:58,27.3,26.9,Pico W_11f0bb
727,2025-10-23 11:51:20,27.4,27.2,Pico W_11f0bb
728,2025-10-23 11:51:43,27.7,28.6,Pico W_11f0bb
729,2025-10-23 11:52:05,28.2,28.4,Pico W_11f0bb
730,2025-10-23 11:52:27,28.5,27.5,Pico W_11f0bb
731,2025-10-23 11:52:50,28.7,27.6,Pico W_11f0bb
732,2025-10-23 11:53:12,29.2,26.9,Pico W_11f0bb
733,2025-10-23 11:53:34,29.5,26.7,Pico W_11f0bb
734,2025-10-23 11:53:57,30.0,26.7,Pico W_11f0bb
735,2025-10-23 11:54:19,30.0,26.4,Pico W_11f0bb
736,2025-10-23 11:54:42,30.3,26.3,Pico W_11f0bb
737,2025-10-23 11:55:04,30.7,25.8,Pico W_11f0bb
